Date,LSTM_Forecast
2025-02-24,-29.85981
2025-02-25,-42.945652
2025-02-26,-60.439217
2025-02-27,-79.50157
2025-02-28,-99.09761
2025-03-01,-118.81296
2025-03-02,-138.49142
2025-03-03,-158.10645
2025-03-04,-177.7017
2025-03-05,-197.35475
2025-03-06,-217.15352
2025-03-07,-237.18106
2025-03-08,-257.5069
2025-03-09,-278.18402
2025-03-10,-299.24915
2025-03-11,-320.65457
2025-03-12,-342.4577
2025-03-13,-364.64166
2025-03-14,-387.19778
2025-03-15,-410.11746
2025-03-16,-433.3922
2025-03-17,-457.0136
2025-03-18,-480.97452
2025-03-19,-505.26822
2025-03-20,-529.8887
2025-03-21,-554.8299
2025-03-22,-580.08575
2025-03-23,-605.6501
2025-03-24,-631.5153
2025-03-25,-657.6742
