Date,LSTM_Forecast
2025-02-24,5.5403223
2025-02-25,7.455249
2025-02-26,10.147899
2025-02-27,13.232306
2025-02-28,16.561958
2025-03-01,20.069942
2025-03-02,23.71745
2025-03-03,27.477097
2025-03-04,31.327454
2025-03-05,35.251106
2025-03-06,39.233624
2025-03-07,43.263
2025-03-08,47.329193
2025-03-09,51.42375
2025-03-10,55.53951
2025-03-11,59.666637
2025-03-12,63.799896
2025-03-13,67.93452
2025-03-14,72.06604
2025-03-15,76.19057
2025-03-16,80.30458
2025-03-17,84.405136
2025-03-18,88.48959
2025-03-19,92.55563
2025-03-20,96.60117
2025-03-21,100.6244
2025-03-22,104.623665
2025-03-23,108.59753
2025-03-24,112.54463
2025-03-25,116.46379
