Date,LSTM_Forecast
2025-02-24,4.9567175
2025-02-25,6.982259
2025-02-26,9.944205
2025-02-27,13.436049
2025-02-28,17.28557
2025-03-01,21.401957
2025-03-02,25.72428
2025-03-03,30.204823
2025-03-04,34.80356
2025-03-05,39.486053
2025-03-06,44.22217
2025-03-07,48.98497
2025-03-08,53.74979
2025-03-09,58.49342
2025-03-10,63.193485
2025-03-11,67.81775
2025-03-12,72.36243
2025-03-13,76.80808
2025-03-14,81.14013
2025-03-15,85.346405
2025-03-16,89.416626
2025-03-17,93.34228
2025-03-18,97.116425
2025-03-19,100.73387
2025-03-20,104.19091
2025-03-21,107.48532
2025-03-22,110.616264
2025-03-23,113.5842
2025-03-24,116.390625
2025-03-25,119.03833
