,predicted_mean
2025-02-24,-1.63e-322
2025-02-25,-2.3e-322
2025-02-26,-2.96e-322
2025-02-27,-3.4e-322
2025-02-28,-3.95e-322
2025-03-01,-4.4e-322
2025-03-02,-4.8e-322
2025-03-03,-5.14e-322
2025-03-04,-5.43e-322
2025-03-05,-5.73e-322
2025-03-06,-6e-322
2025-03-07,-6.13e-322
2025-03-08,-6.23e-322
2025-03-09,-6.3e-322
2025-03-10,-6.37e-322
2025-03-11,-6.37e-322
2025-03-12,-6.37e-322
2025-03-13,-6.37e-322
2025-03-14,-6.37e-322
2025-03-15,-6.37e-322
2025-03-16,-6.37e-322
2025-03-17,-6.37e-322
2025-03-18,-6.37e-322
2025-03-19,-6.37e-322
2025-03-20,-6.37e-322
2025-03-21,-6.37e-322
2025-03-22,-6.37e-322
2025-03-23,-6.37e-322
2025-03-24,-6.37e-322
2025-03-25,-6.37e-322
