Date,LSTM_Forecast
2025-02-24,-0.14393349
2025-02-25,-0.17167689
2025-02-26,-0.21954021
2025-02-27,-0.28204998
2025-02-28,-0.35579577
2025-03-01,-0.43885067
2025-03-02,-0.5302195
2025-03-03,-0.62944484
2025-03-04,-0.73632497
2025-03-05,-0.8507944
2025-03-06,-0.97285014
2025-03-07,-1.1025261
2025-03-08,-1.2398742
2025-03-09,-1.3849885
2025-03-10,-1.537989
2025-03-11,-1.7013607
2025-03-12,-1.8720857
2025-03-13,-2.0509832
2025-03-14,-2.2384758
2025-03-15,-2.434795
2025-03-16,-2.6401353
2025-03-17,-2.8546624
2025-03-18,-3.0785546
2025-03-19,-3.312013
2025-03-20,-3.5552673
2025-03-21,-3.8085506
2025-03-22,-4.072121
2025-03-23,-4.3462324
2025-03-24,-4.631186
2025-03-25,-4.927275
