Date,LSTM_Forecast
2025-02-24,-1.3310894
2025-02-25,-1.7786194
2025-02-26,-2.4659925
2025-02-27,-3.3065443
2025-02-28,-4.2648478
2025-03-01,-5.326687
2025-03-02,-6.4864078
2025-03-03,-7.7419977
2025-03-04,-9.093073
2025-03-05,-10.540488
2025-03-06,-12.08587
2025-03-07,-13.731766
2025-03-08,-15.481474
2025-03-09,-17.339054
2025-03-10,-19.309225
2025-03-11,-21.388668
2025-03-12,-23.586811
2025-03-13,-25.907747
2025-03-14,-28.356422
2025-03-15,-30.938303
2025-03-16,-33.659344
2025-03-17,-36.525944
2025-03-18,-39.544952
2025-03-19,-42.723686
2025-03-20,-46.069927
2025-03-21,-49.591866
2025-03-22,-53.298298
2025-03-23,-57.198437
2025-03-24,-61.302044
2025-03-25,-65.61947
