Date,LSTM_Forecast
2025-02-24,0.122015186
2025-02-25,0.17201574
2025-02-26,0.23816638
2025-02-27,0.30953884
2025-02-28,0.3818149
2025-03-01,0.45289898
2025-03-02,0.5216734
2025-03-03,0.58758503
2025-03-04,0.65044534
2025-03-05,0.71028805
2025-03-06,0.7672575
2025-03-07,0.821528
2025-03-08,0.87324977
2025-03-09,0.92252225
2025-03-10,0.969389
2025-03-11,1.014099
2025-03-12,1.0567007
2025-03-13,1.0972674
2025-03-14,1.1358669
2025-03-15,1.1725589
2025-03-16,1.2073998
2025-03-17,1.2404445
2025-03-18,1.2717474
2025-03-19,1.3013647
2025-03-20,1.329354
2025-03-21,1.3557752
2025-03-22,1.3806901
2025-03-23,1.4041604
2025-03-24,1.4262496
2025-03-25,1.4470205
