,predicted_mean
2025-02-24,2.115e-321
2025-02-25,3.48e-321
2025-02-26,4.946e-321
2025-02-27,6.18e-321
2025-02-28,7.24e-321
2025-03-01,8.31e-321
2025-03-02,9.195e-321
2025-03-03,9.97e-321
2025-03-04,1.066e-320
2025-03-05,1.1255e-320
2025-03-06,1.1764e-320
2025-03-07,1.221e-320
2025-03-08,1.2584e-320
2025-03-09,1.2905e-320
2025-03-10,1.318e-320
2025-03-11,1.342e-320
2025-03-12,1.362e-320
2025-03-13,1.3794e-320
2025-03-14,1.394e-320
2025-03-15,1.406e-320
2025-03-16,1.4165e-320
2025-03-17,1.426e-320
2025-03-18,1.434e-320
2025-03-19,1.44e-320
2025-03-20,1.4466e-320
2025-03-21,1.4516e-320
2025-03-22,1.456e-320
2025-03-23,1.46e-320
2025-03-24,1.463e-320
2025-03-25,1.4654e-320
