,predicted_mean
2025-02-24,1.3616e-320
2025-02-25,1.9293e-320
2025-02-26,1.944e-320
2025-02-27,2.0795e-320
2025-02-28,2.231e-320
2025-03-01,2.2327e-320
2025-03-02,2.286e-320
2025-03-03,2.324e-320
2025-03-04,2.3256e-320
2025-03-05,2.3443e-320
2025-03-06,2.3537e-320
2025-03-07,2.3547e-320
2025-03-08,2.361e-320
2025-03-09,2.363e-320
2025-03-10,2.364e-320
2025-03-11,2.3666e-320
2025-03-12,2.367e-320
2025-03-13,2.368e-320
2025-03-14,2.3686e-320
2025-03-15,2.3686e-320
2025-03-16,2.369e-320
2025-03-17,2.369e-320
2025-03-18,2.369e-320
2025-03-19,2.369e-320
2025-03-20,2.369e-320
2025-03-21,2.369e-320
2025-03-22,2.369e-320
2025-03-23,2.369e-320
2025-03-24,2.369e-320
2025-03-25,2.369e-320
