Date,LSTM_Forecast
2025-02-24,4.368222
2025-02-25,3.978338
2025-02-26,3.3198006
2025-02-27,2.4686131
2025-02-28,1.475545
2025-03-01,0.37140423
2025-03-02,-0.82640237
2025-03-03,-2.1087918
2025-03-04,-3.4779484
2025-03-05,-4.921616
2025-03-06,-6.44035
2025-03-07,-8.034734
2025-03-08,-9.705324
2025-03-09,-11.452801
2025-03-10,-13.277997
2025-03-11,-15.215811
2025-03-12,-17.222439
2025-03-13,-19.30798
2025-03-14,-21.47763
2025-03-15,-23.73419
2025-03-16,-26.07948
2025-03-17,-28.515142
2025-03-18,-31.042904
2025-03-19,-33.664837
2025-03-20,-36.383034
2025-03-21,-39.19981
2025-03-22,-42.11776
2025-03-23,-45.139633
2025-03-24,-48.268307
2025-03-25,-51.50686
