Date,LSTM_Forecast
2025-02-24,-0.060676556
2025-02-25,-0.083983414
2025-02-26,-0.11887649
2025-02-27,-0.16022377
2025-02-28,-0.20557633
2025-03-01,-0.2535941
2025-03-02,-0.3033988
2025-03-03,-0.35432544
2025-03-04,-0.40583414
2025-03-05,-0.4574774
2025-03-06,-0.5088865
2025-03-07,-0.55976266
2025-03-08,-0.6098674
2025-03-09,-0.6590157
2025-03-10,-0.7070676
2025-03-11,-0.7536982
2025-03-12,-0.7990389
2025-03-13,-0.8429914
2025-03-14,-0.8855182
2025-03-15,-0.9266105
2025-03-16,-0.9662773
2025-03-17,-1.0045398
2025-03-18,-1.0414299
2025-03-19,-1.0769854
2025-03-20,-1.1112509
2025-03-21,-1.1442746
2025-03-22,-1.1761076
2025-03-23,-1.206803
2025-03-24,-1.2364147
2025-03-25,-1.2649963
