Date,LSTM_Forecast
2025-02-24,-2.1739702
2025-02-25,-2.8507159
2025-02-26,-3.871278
2025-02-27,-5.0932784
2025-02-28,-6.458451
2025-03-01,-7.945418
2025-03-02,-9.54913
2025-03-03,-11.272216
2025-03-04,-13.121366
2025-03-05,-15.105836
2025-03-06,-17.236702
2025-03-07,-19.526434
2025-03-08,-21.988735
2025-03-09,-24.638382
2025-03-10,-27.491072
2025-03-11,-30.548725
2025-03-12,-33.83853
2025-03-13,-37.37609
2025-03-14,-41.179523
2025-03-15,-45.268764
2025-03-16,-49.66531
2025-03-17,-54.39235
2025-03-18,-59.474823
2025-03-19,-64.939514
2025-03-20,-70.815285
2025-03-21,-77.13315
2025-03-22,-83.926445
2025-03-23,-91.23105
2025-03-24,-99.08556
2025-03-25,-107.53148
