Date,LSTM_Forecast
2025-02-24,-0.38734806
2025-02-25,-0.46952417
2025-02-26,-0.6099597
2025-02-27,-0.7934177
2025-02-28,-1.0113808
2025-03-01,-1.25991
2025-03-02,-1.5377958
2025-03-03,-1.8454651
2025-03-04,-2.1842163
2025-03-05,-2.5558197
2025-03-06,-2.9624147
2025-03-07,-3.4064207
2025-03-08,-3.8905547
2025-03-09,-4.4177313
2025-03-10,-4.9912696
2025-03-11,-5.618857
2025-03-12,-6.298493
2025-03-13,-7.03577
2025-03-14,-7.835753
2025-03-15,-8.703541
2025-03-16,-9.644493
2025-03-17,-10.664428
2025-03-18,-11.769616
2025-03-19,-12.966955
2025-03-20,-14.263899
2025-03-21,-15.668534
2025-03-22,-17.189594
2025-03-23,-18.836596
2025-03-24,-20.619879
2025-03-25,-22.550518
