Date,LSTM_Forecast
2025-02-24,-3.8761249
2025-02-25,-4.978194
2025-02-26,-6.7607365
2025-02-27,-9.004302
2025-02-28,-11.602862
2025-03-01,-14.508184
2025-03-02,-17.699371
2025-03-03,-21.167547
2025-03-04,-24.908943
2025-03-05,-28.922045
2025-03-06,-33.206585
2025-03-07,-37.763294
2025-03-08,-42.5938
2025-03-09,-47.700554
2025-03-10,-53.086655
2025-03-11,-58.72629
2025-03-12,-64.628136
2025-03-13,-70.78951
2025-03-14,-77.20595
2025-03-15,-83.87213
2025-03-16,-90.78223
2025-03-17,-97.92984
2025-03-18,-105.30804
2025-03-19,-112.90922
2025-03-20,-120.72528
2025-03-21,-128.74757
2025-03-22,-136.96689
2025-03-23,-145.37358
2025-03-24,-153.95772
2025-03-25,-162.70905
