Date,LSTM_Forecast
2025-02-24,0.23621589
2025-02-25,0.28971708
2025-02-26,0.38170645
2025-02-27,0.50252527
2025-02-28,0.64664483
2025-03-01,0.81140786
2025-03-02,0.9958047
2025-03-03,1.1999393
2025-03-04,1.4243878
2025-03-05,1.6701206
2025-03-06,1.9383212
2025-03-07,2.2303622
2025-03-08,2.5478766
2025-03-09,2.8926468
2025-03-10,3.2667181
2025-03-11,3.671297
2025-03-12,4.1072297
2025-03-13,4.5771317
2025-03-14,5.083366
2025-03-15,5.6282616
2025-03-16,6.2143254
2025-03-17,6.8442073
2025-03-18,7.5207896
2025-03-19,8.247194
2025-03-20,9.026759
2025-03-21,9.863093
2025-03-22,10.760044
2025-03-23,11.721818
2025-03-24,12.75275
2025-03-25,13.857694
