Date,LSTM_Forecast
2025-02-24,43.305054
2025-02-25,52.132275
2025-02-26,66.36707
2025-02-27,84.321304
2025-02-28,105.35483
2025-03-01,129.26904
2025-03-02,156.0506
2025-03-03,185.76016
2025-03-04,218.48692
2025-03-05,254.32571
2025-03-06,293.36816
2025-03-07,335.6961
2025-03-08,381.37808
2025-03-09,430.46542
2025-03-10,482.98944
2025-03-11,541.7149
2025-03-12,604.8071
2025-03-13,672.9224
2025-03-14,746.5697
2025-03-15,826.23914
2025-03-16,912.4522
2025-03-17,1005.7817
2025-03-18,1106.862
2025-03-19,1216.4
2025-03-20,1335.1794
2025-03-21,1464.0697
2025-03-22,1604.0337
2025-03-23,1756.1346
2025-03-24,1921.5397
2025-03-25,2101.5215
