Date,HW_Forecast
2025-02-24,-0.007637950621193644
2025-02-25,-0.017533576628324738
2025-02-26,-0.020642712525673734
2025-02-27,-0.012833940983168937
2025-02-28,-0.006185445681365253
2025-03-01,-0.000852839035064416
2025-03-02,4.285623291780741e-06
2025-03-03,-0.007637950621193644
2025-03-04,-0.017533576628324738
2025-03-05,-0.020642712525673734
2025-03-06,-0.012833940983168937
2025-03-07,-0.006185445681365253
2025-03-08,-0.000852839035064416
2025-03-09,4.285623291780741e-06
2025-03-10,-0.007637950621193644
2025-03-11,-0.017533576628324738
2025-03-12,-0.020642712525673734
2025-03-13,-0.012833940983168937
2025-03-14,-0.006185445681365253
2025-03-15,-0.000852839035064416
2025-03-16,4.285623291780741e-06
2025-03-17,-0.007637950621193644
2025-03-18,-0.017533576628324738
2025-03-19,-0.020642712525673734
2025-03-20,-0.012833940983168937
2025-03-21,-0.006185445681365253
2025-03-22,-0.000852839035064416
2025-03-23,4.285623291780741e-06
2025-03-24,-0.007637950621193644
2025-03-25,-0.017533576628324738
