Date,LSTM_Forecast
2025-02-24,-8.446229
2025-02-25,-10.881084
2025-02-26,-14.541267
2025-02-27,-18.905594
2025-02-28,-23.739706
2025-03-01,-28.930422
2025-03-02,-34.41622
2025-03-03,-40.15889
2025-03-04,-46.13224
2025-03-05,-52.317566
2025-03-06,-58.701756
2025-03-07,-65.2763
2025-03-08,-72.036415
2025-03-09,-78.98056
2025-03-10,-86.10958
2025-03-11,-93.38261
2025-03-12,-100.81436
2025-03-13,-108.40076
2025-03-14,-116.138054
2025-03-15,-124.023315
2025-03-16,-132.05414
2025-03-17,-140.22868
2025-03-18,-148.54555
2025-03-19,-157.00359
2025-03-20,-165.60196
2025-03-21,-174.33998
2025-03-22,-183.21716
2025-03-23,-192.23312
2025-03-24,-201.38736
2025-03-25,-210.67961
