,predicted_mean
2025-02-24,2.1012647079876356e-186
2025-02-25,2.0785202130280834e-186
2025-02-26,2.065408810378065e-186
2025-02-27,2.0695756515562793e-186
2025-02-28,2.0815537011397747e-186
2025-03-01,2.0937548114021916e-186
2025-03-02,2.093331040266167e-186
2025-03-03,2.0932119761795826e-186
2025-03-04,2.093333029751971e-186
2025-03-05,2.0934726500666413e-186
2025-03-06,2.0935402669493e-186
2025-03-07,2.0935355153924045e-186
2025-03-08,2.0935353041249028e-186
2025-03-09,2.093536988986274e-186
2025-03-10,2.093538180074653e-186
2025-03-11,2.093538529821479e-186
2025-03-12,2.093538490794892e-186
2025-03-13,2.0935384992011586e-186
2025-03-14,2.093538516900194e-186
2025-03-15,2.093538525657864e-186
2025-03-16,2.0935385273070675e-186
2025-03-17,2.0935385270726247e-186
2025-03-18,2.0935385272304215e-186
2025-03-19,2.0935385273889833e-186
2025-03-20,2.0935385274471917e-186
2025-03-21,2.093538527454159e-186
2025-03-22,2.0935385274534515e-186
2025-03-23,2.0935385274553617e-186
2025-03-24,2.093538527456636e-186
2025-03-25,2.0935385274569927e-186
