,predicted_mean
2025-02-24,-1.01e-321
2025-02-25,-1.3e-321
2025-02-26,-1.81e-321
2025-02-27,-2.34e-321
2025-02-28,-2.727e-321
2025-03-01,-3.1e-321
2025-03-02,-3.48e-321
2025-03-03,-3.804e-321
2025-03-04,-4.086e-321
2025-03-05,-4.353e-321
2025-03-06,-4.595e-321
2025-03-07,-4.8e-321
2025-03-08,-4.99e-321
2025-03-09,-5.163e-321
2025-03-10,-5.316e-321
2025-03-11,-5.45e-321
2025-03-12,-5.573e-321
2025-03-13,-5.687e-321
2025-03-14,-5.786e-321
2025-03-15,-5.88e-321
2025-03-16,-5.963e-321
2025-03-17,-6.04e-321
2025-03-18,-6.117e-321
2025-03-19,-6.18e-321
2025-03-20,-6.24e-321
2025-03-21,-6.29e-321
2025-03-22,-6.334e-321
2025-03-23,-6.373e-321
2025-03-24,-6.41e-321
2025-03-25,-6.44e-321
