Date,LSTM_Forecast
2025-02-24,10.241791
2025-02-25,12.3361025
2025-02-26,15.934971
2025-02-27,20.64058
2025-02-28,26.224298
2025-03-01,32.566784
2025-03-02,39.614487
2025-03-03,47.350952
2025-03-04,55.77962
2025-03-05,64.91182
2025-03-06,74.77391
2025-03-07,85.389565
2025-03-08,96.786964
2025-03-09,108.998505
2025-03-10,122.061
2025-03-11,136.09093
2025-03-12,150.97441
2025-03-13,166.78232
2025-03-14,183.56139
2025-03-15,201.34816
2025-03-16,220.17589
2025-03-17,240.07712
2025-03-18,261.08423
2025-03-19,283.22946
2025-03-20,306.5445
2025-03-21,331.05963
2025-03-22,356.80356
2025-03-23,383.8021
2025-03-24,412.07825
2025-03-25,441.6506
