Date,LSTM_Forecast
2025-02-24,-0.47586393
2025-02-25,-0.6763055
2025-02-26,-1.0130025
2025-02-27,-1.442912
2025-02-28,-1.9395496
2025-03-01,-2.4876902
2025-03-02,-3.078995
2025-03-03,-3.7090285
2025-03-04,-4.3759003
2025-03-05,-5.0774784
2025-03-06,-5.8130713
2025-03-07,-6.5822606
2025-03-08,-7.3848658
2025-03-09,-8.220898
2025-03-10,-9.090587
2025-03-11,-10.006113
2025-03-12,-10.951466
2025-03-13,-11.930366
2025-03-14,-12.944561
2025-03-15,-13.994873
2025-03-16,-15.081838
2025-03-17,-16.20596
2025-03-18,-17.367792
2025-03-19,-18.567982
2025-03-20,-19.807253
2025-03-21,-21.086397
2025-03-22,-22.406286
2025-03-23,-23.767841
2025-03-24,-25.172031
2025-03-25,-26.619917
