,predicted_mean
2025-02-24,9.293568328607162e-88
2025-02-25,1.1597473444091407e-87
2025-02-26,1.3487169207692208e-87
2025-02-27,1.4224162699822112e-87
2025-02-28,1.614375692196841e-87
2025-03-01,1.8153897718159093e-87
2025-03-02,1.9487748103424692e-87
2025-03-03,2.042753441372822e-87
2025-03-04,2.1228660545023137e-87
2025-03-05,2.2094848746418976e-87
2025-03-06,2.286249402662677e-87
2025-03-07,2.347477423950507e-87
2025-03-08,2.39664855784844e-87
2025-03-09,2.4401245064634676e-87
2025-03-10,2.479754575986997e-87
2025-03-11,2.5140806336218017e-87
2025-03-12,2.542862412595064e-87
2025-03-13,2.5672392559112998e-87
2025-03-14,2.5884989135990167e-87
2025-03-15,2.6071047474603956e-87
2025-03-16,2.623140344493417e-87
2025-03-17,2.636838158836286e-87
2025-03-18,2.6486019414022504e-87
2025-03-19,2.658786989528998e-87
2025-03-20,2.6676040881293846e-87
2025-03-21,2.675200123630394e-87
2025-03-22,2.6817304832563474e-87
2025-03-23,2.687356563072658e-87
2025-03-24,2.692214193077764e-87
2025-03-25,2.6964067680494492e-87
