Date,LSTM_Forecast
2025-02-24,-4.194188
2025-02-25,-4.9332175
2025-02-26,-6.228731
2025-02-27,-7.931461
2025-02-28,-9.941244
2025-03-01,-12.19498
2025-03-02,-14.654374
2025-03-03,-17.296118
2025-03-04,-20.099026
2025-03-05,-23.060028
2025-03-06,-26.169548
2025-03-07,-29.419125
2025-03-08,-32.801014
2025-03-09,-36.307922
2025-03-10,-39.933025
2025-03-11,-43.820564
2025-03-12,-47.800747
2025-03-13,-51.898045
2025-03-14,-56.123222
2025-03-15,-60.47972
2025-03-16,-64.96768
2025-03-17,-69.58601
2025-03-18,-74.33338
2025-03-19,-79.208534
2025-03-20,-84.21074
2025-03-21,-89.33954
2025-03-22,-94.59468
2025-03-23,-99.97601
2025-03-24,-105.483795
2025-03-25,-111.11814
