Date,LSTM_Forecast
2025-02-24,-2.6099815
2025-02-25,-3.7967026
2025-02-26,-5.667031
2025-02-27,-7.878811
2025-02-28,-10.22712
2025-03-01,-12.581974
2025-03-02,-14.848281
2025-03-03,-16.950653
2025-03-04,-18.829819
2025-03-05,-20.442503
2025-03-06,-21.760912
2025-03-07,-22.77127
2025-03-08,-23.471357
2025-03-09,-23.868275
2025-03-10,-23.975908
2025-03-11,-23.861456
2025-03-12,-23.533035
2025-03-13,-23.037498
2025-03-14,-22.418457
2025-03-15,-21.717413
2025-03-16,-20.973463
2025-03-17,-20.222242
2025-03-18,-19.495197
2025-03-19,-18.818579
2025-03-20,-18.213226
2025-03-21,-17.694372
2025-03-22,-17.271767
2025-03-23,-16.949913
2025-03-24,-16.728588
2025-03-25,-16.603243
