,predicted_mean
2025-02-24,9.183917
2025-02-25,9.183917
2025-02-26,9.183917
2025-02-27,9.183917
2025-02-28,9.183917
2025-03-01,9.183917
2025-03-02,9.183917
2025-03-03,9.183917
2025-03-04,9.183917
2025-03-05,9.183917
2025-03-06,9.183917
2025-03-07,9.183917
2025-03-08,9.183917
2025-03-09,9.183917
2025-03-10,9.183917
2025-03-11,9.183917
2025-03-12,9.183917
2025-03-13,9.183917
2025-03-14,9.183917
2025-03-15,9.183917
2025-03-16,9.183917
2025-03-17,9.183917
2025-03-18,9.183917
2025-03-19,9.183917
2025-03-20,9.183917
2025-03-21,9.183917
2025-03-22,9.183917
2025-03-23,9.183917
2025-03-24,9.183917
2025-03-25,9.183917
