,predicted_mean
2025-02-24,-5.42e-321
2025-02-25,-5.36e-321
2025-02-26,-6.215e-321
2025-02-27,-6.566e-321
2025-02-28,-6.71e-321
2025-03-01,-6.99e-321
2025-03-02,-7.13e-321
2025-03-03,-7.29e-321
2025-03-04,-7.4e-321
2025-03-05,-7.475e-321
2025-03-06,-7.55e-321
2025-03-07,-7.604e-321
2025-03-08,-7.643e-321
2025-03-09,-7.68e-321
2025-03-10,-7.702e-321
2025-03-11,-7.727e-321
2025-03-12,-7.74e-321
2025-03-13,-7.75e-321
2025-03-14,-7.76e-321
2025-03-15,-7.76e-321
2025-03-16,-7.76e-321
2025-03-17,-7.76e-321
2025-03-18,-7.76e-321
2025-03-19,-7.76e-321
2025-03-20,-7.76e-321
2025-03-21,-7.76e-321
2025-03-22,-7.76e-321
2025-03-23,-7.76e-321
2025-03-24,-7.76e-321
2025-03-25,-7.76e-321
