Date,LSTM_Forecast
2025-02-24,-0.54857147
2025-02-25,-0.6403027
2025-02-26,-0.79178786
2025-02-27,-0.98130745
2025-02-28,-1.1958113
2025-03-01,-1.4280127
2025-03-02,-1.6740735
2025-03-03,-1.9320555
2025-03-04,-2.2010171
2025-03-05,-2.4804978
2025-03-06,-2.7702963
2025-03-07,-3.070332
2025-03-08,-3.380627
2025-03-09,-3.701256
2025-03-10,-4.032348
2025-03-11,-4.37967
2025-03-12,-4.736973
2025-03-13,-5.1057024
2025-03-14,-5.4866385
2025-03-15,-5.880269
2025-03-16,-6.2869663
2025-03-17,-6.707087
2025-03-18,-7.1409917
2025-03-19,-7.589057
2025-03-20,-8.051692
2025-03-21,-8.529312
2025-03-22,-9.022357
2025-03-23,-9.531266
2025-03-24,-10.056521
2025-03-25,-10.598579
