,predicted_mean
2025-02-24,-1.9843191241639736e-16
2025-02-25,-1.3703219509609793e-16
2025-02-26,-1.6163832280056077e-16
2025-02-27,-1.5125808681045066e-16
2025-02-28,-1.6236866954007462e-16
2025-03-01,-1.5706577809310406e-16
2025-03-02,-1.5773275992654936e-16
2025-03-03,-1.5709418800697062e-16
2025-03-04,-1.5850512673512905e-16
2025-03-05,-1.5849087697007031e-16
2025-03-06,-1.5835793138487761e-16
2025-03-07,-1.5827874232158795e-16
2025-03-08,-1.584902181345085e-16
2025-03-09,-1.5863479898790292e-16
2025-03-10,-1.586571974901802e-16
2025-03-11,-1.586568204689012e-16
2025-03-12,-1.5870007451859774e-16
2025-03-13,-1.5875735501583475e-16
2025-03-14,-1.5879048793251624e-16
2025-03-15,-1.5880681700733101e-16
2025-03-16,-1.588243420939507e-16
2025-03-17,-1.588461891141963e-16
2025-03-18,-1.5886471280014639e-16
2025-03-19,-1.5887760831825834e-16
2025-03-20,-1.5888792688466264e-16
2025-03-21,-1.588979934291217e-16
2025-03-22,-1.5890723165856152e-16
2025-03-23,-1.5891475973569386e-16
2025-03-24,-1.589208331391837e-16
2025-03-25,-1.5892612609713499e-16
