,predicted_mean
2025-02-24,-3.7218994350646497e-172
2025-02-25,-4.0559059096076815e-172
2025-02-26,-4.2132251627738116e-172
2025-02-27,-4.656089108226533e-172
2025-02-28,-5.568106603605166e-172
2025-03-01,-6.470258750496704e-172
2025-03-02,-6.722801741209307e-172
2025-03-03,-7.013748611952565e-172
2025-03-04,-7.437788572259842e-172
2025-03-05,-7.889255362985998e-172
2025-03-06,-8.204817709053878e-172
2025-03-07,-8.409040456276539e-172
2025-03-08,-8.640124518959558e-172
2025-03-09,-8.884872841582326e-172
2025-03-10,-9.094067052277263e-172
2025-03-11,-9.252875598200138e-172
2025-03-12,-9.392481707091369e-172
2025-03-13,-9.53283735724188e-172
2025-03-14,-9.66138600700868e-172
2025-03-15,-9.768732157609733e-172
2025-03-16,-9.860024606501322e-172
2025-03-17,-9.944360083222354e-172
2025-03-18,-1.0022606803977871e-171
2025-03-19,-1.0091246303807724e-171
2025-03-20,-1.0150423573928405e-171
2025-03-21,-1.0203138799640595e-171
2025-03-22,-1.025117981372847e-171
2025-03-23,-1.0294197971971707e-171
2025-03-24,-1.0331932591266917e-171
2025-03-25,-1.0365254233036385e-171
