Date,LSTM_Forecast
2025-02-24,-1.4873809
2025-02-25,-1.9276928
2025-02-26,-2.6432166
2025-02-27,-3.54556
2025-02-28,-4.5926104
2025-03-01,-5.7667775
2025-03-02,-7.0621953
2025-03-03,-8.478116
2025-03-04,-10.015856
2025-03-05,-11.677623
2025-03-06,-13.466097
2025-03-07,-15.38436
2025-03-08,-17.435856
2025-03-09,-19.624329
2025-03-10,-21.953773
2025-03-11,-24.424366
2025-03-12,-27.041588
2025-03-13,-29.810507
2025-03-14,-32.735893
2025-03-15,-35.822784
2025-03-16,-39.076553
2025-03-17,-42.50295
2025-03-18,-46.108093
2025-03-19,-49.89847
2025-03-20,-53.88089
2025-03-21,-58.06248
2025-03-22,-62.450775
2025-03-23,-67.05361
2025-03-24,-71.87923
2025-03-25,-76.93617
