,predicted_mean
2025-02-24,0.008846906484300442
2025-02-25,0.008811627925742756
2025-02-26,0.00877978641693812
2025-02-27,0.00875117571959284
2025-02-28,0.008724655667208429
2025-03-01,0.00870073089485172
2025-03-02,0.008678879661658626
2025-03-03,0.008658927125777378
2025-03-04,0.008640797467981794
2025-03-05,0.008624247029226558
2025-03-06,0.008609173133989427
2025-03-07,0.008595441140920503
2025-03-08,0.008582922049459657
2025-03-09,0.008571517836061629
2025-03-10,0.008561124781305742
2025-03-11,0.008551653854263624
2025-03-12,0.008543024239741358
2025-03-13,0.008535160138414514
2025-03-14,0.008527994201737376
2025-03-15,0.008521464340977341
2025-03-16,0.00851551399345658
2025-03-17,0.008510091851901215
2025-03-18,0.008505150958481842
2025-03-19,0.008500648615929092
2025-03-20,0.008496545908762278
2025-03-21,0.008492807350487894
2025-03-22,0.008489400628489461
2025-03-23,0.00848629628642776
2025-03-24,0.00848346748418812
2025-03-25,0.00848088976661282
