,predicted_mean
2025-02-24,0.20285971617139031
2025-02-25,0.20265401504528108
2025-02-26,0.20242622193100684
2025-02-27,0.20220066402231152
2025-02-28,0.2020115416068874
2025-03-01,0.2018434962003523
2025-03-02,0.20170637173153996
2025-03-03,0.2016071076223363
2025-03-04,0.20154398227501386
2025-03-05,0.20151233807361382
2025-03-06,0.20151088581357665
2025-03-07,0.20153465044280253
2025-03-08,0.2015775474558701
2025-03-09,0.20163413097318306
2025-03-10,0.20169919264506742
2025-03-11,0.2017674027507707
2025-03-12,0.20183431713406555
2025-03-13,0.20189638408817515
2025-03-14,0.20195081881055982
2025-03-15,0.20199571037739908
2025-03-16,0.20203006287256975
2025-03-17,0.20205363109010033
2025-03-18,0.2020668150955649
2025-03-19,0.20207055637332744
2025-03-20,0.20206618761348927
2025-03-21,0.2020552830295949
2025-03-22,0.20203953614638273
2025-03-23,0.20202064359102148
2025-03-24,0.20200020408743896
2025-03-25,0.20197964340761992
