,predicted_mean
2025-02-24,5.572095939954472e-102
2025-02-25,6.40110563769227e-102
2025-02-26,6.7255749245058994e-102
2025-02-27,6.132393053622755e-102
2025-02-28,6.639973772682621e-102
2025-03-01,6.459932057162728e-102
2025-03-02,6.5431460640787e-102
2025-03-03,6.399391003498475e-102
2025-03-04,6.4979014688391585e-102
2025-03-05,6.445483912268611e-102
2025-03-06,6.4808275820541684e-102
2025-03-07,6.449248769208872e-102
2025-03-08,6.4723412215964845e-102
2025-03-09,6.458026268003198e-102
2025-03-10,6.4681550116226095e-102
2025-03-11,6.460332384804667e-102
2025-03-12,6.465953910862088e-102
2025-03-13,6.4621463751792335e-102
2025-03-14,6.464845655304104e-102
2025-03-15,6.4628601675275375e-102
2025-03-16,6.4642783418202715e-102
2025-03-17,6.463286954696337e-102
2025-03-18,6.463992000964932e-102
2025-03-19,6.463483642329656e-102
2025-03-20,6.463846227373195e-102
2025-03-21,6.463589772962104e-102
2025-03-22,6.463772375928784e-102
2025-03-23,6.463641688606641e-102
2025-03-24,6.4637348392704186e-102
2025-03-25,6.463668654323497e-102
