Date,LSTM_Forecast
2025-02-24,-5.1723886
2025-02-25,-6.756334
2025-02-26,-9.390024
2025-02-27,-12.737603
2025-02-28,-16.613438
2025-03-01,-20.922264
2025-03-02,-25.61459
2025-03-03,-30.660223
2025-03-04,-36.03522
2025-03-05,-41.716537
2025-03-06,-47.68046
2025-03-07,-53.90257
2025-03-08,-60.357933
2025-03-09,-67.0214
2025-03-10,-73.86763
2025-03-11,-80.82757
2025-03-12,-87.91047
2025-03-13,-95.08378
2025-03-14,-102.31845
2025-03-15,-109.58798
2025-03-16,-116.86756
2025-03-17,-124.1337
2025-03-18,-131.36403
2025-03-19,-138.5374
2025-03-20,-145.63379
2025-03-21,-152.6344
2025-03-22,-159.5217
2025-03-23,-166.27951
2025-03-24,-172.8928
2025-03-25,-179.34789
