Date,LSTM_Forecast
2025-02-24,-3.0268643
2025-02-25,-3.5360818
2025-02-26,-4.3824306
2025-02-27,-5.456547
2025-02-28,-6.6907754
2025-03-01,-8.044419
2025-03-02,-9.493455
2025-03-03,-11.023851
2025-03-04,-12.630075
2025-03-05,-14.303678
2025-03-06,-16.041897
2025-03-07,-17.84289
2025-03-08,-19.70549
2025-03-09,-21.629051
2025-03-10,-23.613298
2025-03-11,-25.717455
2025-03-12,-27.87622
2025-03-13,-30.100893
2025-03-14,-32.397358
2025-03-15,-34.768852
2025-03-16,-37.217426
2025-03-17,-39.74467
2025-03-18,-42.35215
2025-03-19,-45.04149
2025-03-20,-47.814312
2025-03-21,-50.672363
2025-03-22,-53.61744
2025-03-23,-56.651432
2025-03-24,-59.776253
2025-03-25,-62.993862
