Date,LSTM_Forecast
2025-02-24,1.8470459
2025-02-25,2.3918095
2025-02-26,3.1346328
2025-02-27,3.9754412
2025-02-28,4.8846493
2025-03-01,5.8529506
2025-03-02,6.8768353
2025-03-03,7.955014
2025-03-04,9.086968
2025-03-05,10.27275
2025-03-06,11.512914
2025-03-07,12.808125
2025-03-08,14.159515
2025-03-09,15.568452
2025-03-10,17.036493
2025-03-11,18.573723
2025-03-12,20.176193
2025-03-13,21.847698
2025-03-14,23.591286
2025-03-15,25.410107
2025-03-16,27.307196
2025-03-17,29.28602
2025-03-18,31.350006
2025-03-19,33.502857
2025-03-20,35.74838
2025-03-21,38.090485
2025-03-22,40.53338
2025-03-23,43.081413
2025-03-24,45.739082
2025-03-25,48.511097
