Date,LSTM_Forecast
2025-02-24,-0.14762312
2025-02-25,-0.18376918
2025-02-26,-0.24616794
2025-02-27,-0.32795626
2025-02-28,-0.425283
2025-03-01,-0.5363521
2025-03-02,-0.66058195
2025-03-03,-0.7980386
2025-03-04,-0.9490785
2025-03-05,-1.1142776
2025-03-06,-1.2943103
2025-03-07,-1.4899311
2025-03-08,-1.7019738
2025-03-09,-1.9313438
2025-03-10,-2.179013
2025-03-11,-2.4444265
2025-03-12,-2.728784
2025-03-13,-3.032971
2025-03-14,-3.357721
2025-03-15,-3.7037222
2025-03-16,-4.071642
2025-03-17,-4.462144
2025-03-18,-4.8758655
2025-03-19,-5.313415
2025-03-20,-5.775359
2025-03-21,-6.262213
2025-03-22,-6.7744327
2025-03-23,-7.3124056
2025-03-24,-7.8764396
2025-03-25,-8.46677
