,predicted_mean
2025-02-24,-6.704969073542355e-53
2025-02-25,5.369705951235255e-53
2025-02-26,3.61834226415077e-53
2025-02-27,9.960484832419619e-53
2025-02-28,1.0021927613323377e-52
2025-03-01,9.95739086938261e-53
2025-03-02,1.0036942663959117e-52
2025-03-03,1.0022564792288921e-52
2025-03-04,1.004880092470878e-52
2025-03-05,1.0049498406765917e-52
2025-03-06,1.0049011588274828e-52
2025-03-07,1.0049472897476786e-52
2025-03-08,1.0049385673007895e-52
2025-03-09,1.0049492462160852e-52
2025-03-10,1.0049498095588912e-52
2025-03-11,1.004949488691193e-52
2025-03-12,1.0049497371957585e-52
2025-03-13,1.0049496910316291e-52
2025-03-14,1.004949733516743e-52
2025-03-15,1.0049497374124405e-52
2025-03-16,1.0049497354749899e-52
2025-03-17,1.0049497367474375e-52
2025-03-18,1.0049497365238577e-52
2025-03-19,1.0049497366875193e-52
2025-03-20,1.0049497367120574e-52
2025-03-21,1.004949736701073e-52
2025-03-22,1.0049497367073363e-52
2025-03-23,1.00494973670633e-52
2025-03-24,1.0049497367069315e-52
2025-03-25,1.0049497367070763e-52
