Date,LSTM_Forecast
2025-02-24,15.350152
2025-02-25,21.313856
2025-02-26,29.425013
2025-02-27,38.62436
2025-02-28,48.595932
2025-03-01,59.239906
2025-03-02,70.52906
2025-03-03,82.46716
2025-03-04,95.07491
2025-03-05,108.38356
2025-03-06,122.431305
2025-03-07,137.26067
2025-03-08,152.91704
2025-03-09,169.44753
2025-03-10,186.9003
2025-03-11,205.29024
2025-03-12,224.68488
2025-03-13,245.12668
2025-03-14,266.66235
2025-03-15,289.3399
2025-03-16,313.20807
2025-03-17,338.31583
2025-03-18,364.71277
2025-03-19,392.44836
2025-03-20,421.57153
2025-03-21,452.13065
2025-03-22,484.17294
2025-03-23,517.7441
2025-03-24,552.8874
2025-03-25,589.64355
