Date,LSTM_Forecast
2025-02-24,0.03004034
2025-02-25,0.022683917
2025-02-26,0.012277583
2025-02-27,-0.00074057555
2025-02-28,-0.016218977
2025-03-01,-0.034141786
2025-03-02,-0.05455519
2025-03-03,-0.07753684
2025-03-04,-0.103556834
2025-03-05,-0.1323823
2025-03-06,-0.16415596
2025-03-07,-0.19902612
2025-03-08,-0.23714823
2025-03-09,-0.2786915
2025-03-10,-0.32384044
2025-03-11,-0.37267637
2025-03-12,-0.425443
2025-03-13,-0.48233002
2025-03-14,-0.54354817
2025-03-15,-0.6093242
2025-03-16,-0.6799038
2025-03-17,-0.7555509
2025-03-18,-0.83654624
2025-03-19,-0.92318827
2025-03-20,-1.0157994
2025-03-21,-1.1147234
2025-03-22,-1.2203296
2025-03-23,-1.3330112
2025-03-24,-1.4531891
2025-03-25,-1.5813131
